name,loaning_club,player_value_in_moment_of_transfer,league,year
Scott Laird,FC Walsall,150 tys. €,GB3,2018
Jonathan Mitchell,Oxford United,150 tys. €,GB3,2018
Jake Jervis,AFC Wimbledon,150 tys. €,GB3,2018
Adam King,Peterborough United,150 tys. €,GB3,2018
George Miller,Bradford City,100 tys. €,GB3,2018
Sam Smith,Oxford United,100 tys. €,GB3,2018
Lloyd Jones,Plymouth Argyle,100 tys. €,GB3,2018
Jack Bonham,Bristol Rovers,100 tys. €,GB3,2018
George Miller,Bradford City,100 tys. €,GB3,2018
Alex Jakubiak,Bristol Rovers,100 tys. €,GB3,2018
Tyler Denton,Peterborough United,100 tys. €,GB3,2018
Sam Hart,AFC Rochdale,100 tys. €,GB3,2018
Sam Smith,Shrewsbury Town,100 tys. €,GB3,2018
Aramide Oteh,FC Walsall,100 tys. €,GB3,2018
Sam Hart,Southend United,100 tys. €,GB3,2018
Jorge Grant,Luton Town,100 tys. €,GB3,2018
Tennai Watson,AFC Wimbledon,100 tys. €,GB3,2018
Tyler Garratt,AFC Wimbledon,75 tys. €,GB3,2018
Tom King,AFC Wimbledon,50 tys. €,GB3,2018
Stefan Payne,Shrewsbury Town,-,GB3,2018
Lloyd Isgrove,FC Portsmouth,-,GB3,2018
Joe Martin,Bristol Rovers,-,GB3,2018
Callum Guy,FC Blackpool,-,GB3,2018
Joe Bunney,AFC Rochdale,-,GB3,2018
Joe Bunney,FC Blackpool,-,GB3,2018
Jermaine Anderson,Doncaster Rovers,-,GB3,2018
Connor Ogilvie,FC Gillingham,-,GB3,2018
Luke Armstrong,Accrington Stanley,-,GB3,2018
Nick Anderton,Accrington Stanley,-,GB3,2018
Christian,Fleetwood Town,-,GB3,2018
Tyrese Campbell,Shrewsbury Town,-,GB3,2018
Elias Sörensen,FC Blackpool,-,GB3,2018
Michael Folivi,AFC Wimbledon,-,GB3,2018
Luke Charman,Accrington Stanley,-,GB3,2018
Herbie Kane,Doncaster Rovers,-,GB3,2018
Harry Burgoyne,Plymouth Argyle,-,GB3,2018
Jake Flannigan,Burton Albion,-,GB3,2018
Alex Bradley,Burton Albion,-,GB3,2018
Paudie O'Connor,FC Blackpool,-,GB3,2018
Aaron Lewis,Doncaster Rovers,-,GB3,2018
Charlie Fox,Wycombe Wanderers,-,GB3,2018
Lewis O'Brien,Bradford City,-,GB3,2018
Ethan Hamilton,AFC Rochdale,-,GB3,2018
Luke Thomas,Coventry City,-,GB3,2018
Brad Collins,Burton Albion,-,GB3,2018
Mallik Wilks,Doncaster Rovers,-,GB3,2018
Tyler Smith,Doncaster Rovers,-,GB3,2018
Connor Hall,Accrington Stanley,-,GB3,2018
Rory Holden,AFC Rochdale,-,GB3,2018
Steve Seddon,AFC Wimbledon,-,GB3,2018
Luke Bolton,Wycombe Wanderers,-,GB3,2018
Jake Hesketh,Burton Albion,-,GB3,2018
Connor Johnson,FC Walsall,-,GB3,2018
Ben White,Peterborough United,-,GB3,2018
Liam Gibson,Accrington Stanley,-,GB3,2018
Nya Kirby,FC Blackpool,-,GB3,2018
Jack Fitzwater,FC Walsall,-,GB3,2018
Corey Blackett-Taylor,FC Walsall,-,GB3,2018
Randell Williams,Wycombe Wanderers,-,GB3,2018
Aaron Connolly,Luton Town,-,GB3,2018
Paudie O'Connor,Bradford City,-,GB3,2018
Josh Knight,Peterborough United,-,GB3,2018
Tahvon Campbell,FC Gillingham,-,GB3,2018
Shawn McCoulsky,Southend United,-,GB3,2018
Antony Evans,FC Blackpool,-,GB3,2018
Matty Platt,Accrington Stanley,-,GB3,2018
Dujon Sterling,Coventry City,-,GB3,2018
Gabriel Osho,Bristol Rovers,-,GB3,2018
Magnus Norman,AFC Rochdale,-,GB3,2018
Jack Fitzwater,FC Walsall,-,GB3,2018
Dan Barlaser,Accrington Stanley,-,GB3,2018
Rekeil Pyke,AFC Rochdale,-,GB3,2018
Charlie Owens,Wycombe Wanderers,-,GB3,2018
Kazaiah Sterling,AFC Sunderland,-,GB3,2018
Sherwin Seedorf,Bradford City,-,GB3,2018
Rushian Hepburn-Murphy,Cambridge United,"1,00 mln €",GB4,2018
Nicky Ajose,Mansfield Town,750 tys. €,GB4,2018
Jordan Lyden,Oldham Athletic,500 tys. €,GB4,2018
David Wheeler,Milton Keynes Dons,500 tys. €,GB4,2018
Mark O'Hara,Lincoln City,450 tys. €,GB4,2018
Jordan Rossiter,FC Bury,450 tys. €,GB4,2018
Marvin Sordell,Northampton Town,400 tys. €,GB4,2018
Ben Pringle,Grimsby Town,350 tys. €,GB4,2018
Ben Pringle,Tranmere Rovers,350 tys. €,GB4,2018
Aaron Taylor-Sinclair,Crewe Alexandra,250 tys. €,GB4,2018
Jordan Smith,Mansfield Town,250 tys. €,GB4,2018
Tyrone Barnett,Cheltenham Town,250 tys. €,GB4,2018
Luke McCullough,Tranmere Rovers,250 tys. €,GB4,2018
Rob Milsom,Notts County,250 tys. €,GB4,2018
Kane Wilson,Exeter City,250 tys. €,GB4,2018
Ryan Sweeney,Mansfield Town,250 tys. €,GB4,2018
Matty Willock,Crawley Town,250 tys. €,GB4,2018
Adam Campbell,Carlisle United,250 tys. €,GB4,2018
Nathan Thomas,Notts County,250 tys. €,GB4,2018
Callum Styles,FC Bury,250 tys. €,GB4,2018
Nathan Thomas,Carlisle United,250 tys. €,GB4,2018
Gethin Jones,Mansfield Town,250 tys. €,GB4,2018
Tyler Walker,Mansfield Town,250 tys. €,GB4,2018
Alex Jones,Cambridge United,200 tys. €,GB4,2018
Luke Gambin,Crawley Town,200 tys. €,GB4,2018
Theo Robinson,Swindon Town,200 tys. €,GB4,2018
Shay McCartan,Lincoln City,200 tys. €,GB4,2018
Piero Mingoia,FC Morecambe,150 tys. €,GB4,2018
Louis Dodds,Port Vale FC,150 tys. €,GB4,2018
Lee Angol,Lincoln City,150 tys. €,GB4,2018
Jordan Tillson,Cheltenham Town,150 tys. €,GB4,2018
Caolan Lavery,FC Bury,150 tys. €,GB4,2018
Rhys Healey,Milton Keynes Dons,150 tys. €,GB4,2018
Tom Field,Cheltenham Town,150 tys. €,GB4,2018
James Brown,Lincoln City,150 tys. €,GB4,2018
Franklyn Akammadu,Tranmere Rovers,150 tys. €,GB4,2018
Kieron Morris,Tranmere Rovers,150 tys. €,GB4,2018
Sam Slocombe,Lincoln City,125 tys. €,GB4,2018
Ben Kennedy,Newport County,125 tys. €,GB4,2018
Kristian Dennis,Grimsby Town,100 tys. €,GB4,2018
Chiedozie Ogbene,Exeter City,100 tys. €,GB4,2018
Jorge Grant,Mansfield Town,100 tys. €,GB4,2018
Joe Maguire,Crawley Town,100 tys. €,GB4,2018
Charlie Goode,Northampton Town,100 tys. €,GB4,2018
Alexandru Dobre,Yeovil Town,100 tys. €,GB4,2018
Jordan Roberts,Lincoln City,100 tys. €,GB4,2018
Seny Dieng,FC Stevenage,100 tys. €,GB4,2018
Jerry Yates,Carlisle United,100 tys. €,GB4,2018
Scott Wharton,Lincoln City,100 tys. €,GB4,2018
Scott Wharton,FC Bury,100 tys. €,GB4,2018
Kevin O'Connor,Crewe Alexandra,100 tys. €,GB4,2018
Hayden Coulson,Cambridge United,100 tys. €,GB4,2018
Ilias Chair,FC Stevenage,100 tys. €,GB4,2018
Ryan Schofield,Notts County,100 tys. €,GB4,2018
Donovan Wilson,Exeter City,100 tys. €,GB4,2018
Botti Biabi,Macclesfield Town FC,100 tys. €,GB4,2018
Mathew Hudson,FC Bury,100 tys. €,GB4,2018
Liam Mandeville,FC Morecambe,100 tys. €,GB4,2018
Danny Rowe,Lincoln City,100 tys. €,GB4,2018
Sid Nelson,Tranmere Rovers,75 tys. €,GB4,2018
Callum Roberts,Colchester United,75 tys. €,GB4,2018
Aaron Collins,Colchester United,75 tys. €,GB4,2018
Sid Nelson,Swindon Town,75 tys. €,GB4,2018
Enes Mahmutovic,Yeovil Town,75 tys. €,GB4,2018
Jamie Sterry,Crewe Alexandra,75 tys. €,GB4,2018
Idris Kanu,Port Vale FC,75 tys. €,GB4,2018
Dylan Mottley-Henry,Tranmere Rovers,50 tys. €,GB4,2018
Jack Sowerby,Carlisle United,50 tys. €,GB4,2018
Daniel Iversen,Oldham Athletic,50 tys. €,GB4,2018
Fiacre Kelleher,Macclesfield Town FC,50 tys. €,GB4,2018
Akin Famewo,Grimsby Town,25 tys. €,GB4,2018
Billy Waters,Cheltenham Town,-,GB4,2018
Kyle Bennett,Swindon Town,-,GB4,2018
Mark Cullen,Carlisle United,-,GB4,2018
Scott Quigley,Port Vale FC,-,GB4,2018
Canice Carroll,Swindon Town,-,GB4,2018
Charlie Raglan,Cheltenham Town,-,GB4,2018
Omari Patrick,Yeovil Town,-,GB4,2018
Craig Mackail-Smith,Notts County,-,GB4,2018
Luke Hendrie,Grimsby Town,-,GB4,2018
Regan Poole,Newport County,-,GB4,2018
Calum Dyson,FC Stevenage,-,GB4,2018
Ben Hall,Notts County,-,GB4,2018
Mark Harris,Port Vale FC,-,GB4,2018
Callum O'Hare,Carlisle United,-,GB4,2018
Mitchell Clark,Port Vale FC,-,GB4,2018
Jake Doyle-Hayes,Cambridge United,-,GB4,2018
Virgil Gomis,Notts County,-,GB4,2018
Luke Woolfenden,Swindon Town,-,GB4,2018
Jake Hesketh,Milton Keynes Dons,-,GB4,2018
Steve Seddon,FC Stevenage,-,GB4,2018
Ben Morris,Forest Green Rovers,-,GB4,2018
Tristan Abrahams,Exeter City,-,GB4,2018
Timi Max Elsnik,Northampton Town,-,GB4,2018
Cameron Pring,Cheltenham Town,-,GB4,2018
Reece Cole,Yeovil Town,-,GB4,2018
Adam Crookes,Lincoln City,-,GB4,2018
Sam Jones,Cheltenham Town,-,GB4,2018
Olufela Olomola,Yeovil Town,-,GB4,2018
Antoine Semenyo,Newport County,-,GB4,2018
Malachi Napa,Macclesfield Town FC,-,GB4,2018
Jordan Ponticelli,Macclesfield Town FC,-,GB4,2018
Tyreeq Bakinson,Newport County,-,GB4,2018
Kieran O'Hara,Macclesfield Town FC,-,GB4,2018
Kyle Howkins,Port Vale FC,-,GB4,2018
Sam Dalby,FC Morecambe,-,GB4,2018
Corey Whelan,Crewe Alexandra,-,GB4,2018
Theo Archibald,Forest Green Rovers,-,GB4,2018
Alex Palmer,Notts County,-,GB4,2018
Harvey Gilmour,Tranmere Rovers,-,GB4,2018
George Cox,Northampton Town,-,GB4,2018
Richie Bennett,FC Morecambe,-,GB4,2018
Elliot Embleton,Grimsby Town,-,GB4,2018
Stephen Walker,Milton Keynes Dons,-,GB4,2018
Jacob Maddox,Cheltenham Town,-,GB4,2018
Jaden Brown,Exeter City,-,GB4,2018
Charlie Cooper,Newport County,-,GB4,2018
Dara O'Shea,Exeter City,-,GB4,2018
Abo Eisa,Colchester United,-,GB4,2018
Elijah Adebayo,FC Stevenage,-,GB4,2018
Callum Whelan,Port Vale FC,-,GB4,2018
Connor Simpson,Carlisle United,-,GB4,2018
Lewis Ward,Forest Green Rovers,-,GB4,2018
Joe Fryer,Carlisle United,-,GB4,2018
Ben Liddle,Forest Green Rovers,-,GB4,2018
Matt Worthington,Forest Green Rovers,-,GB4,2018
Alex Palmer,Oldham Athletic,-,GB4,2018
Paul McKay,FC Morecambe,-,GB4,2018
Ali Koiki,Swindon Town,-,GB4,2018
Joe Powell,Northampton Town,-,GB4,2018
Alex Iacovitti,Oldham Athletic,-,GB4,2018
Josef Yarney,FC Morecambe,-,GB4,2018
Kellan Gordon,Lincoln City,-,GB4,2018
Zak Dearnley,Oldham Athletic,-,GB4,2018
Cameron Pring,Newport County,-,GB4,2018
Jonny Smith,Tranmere Rovers,-,GB4,2018
Vashon Neufville,Newport County,-,GB4,2018
Shamal George,Tranmere Rovers,-,GB4,2018
Sam Surridge,Oldham Athletic,-,GB4,2018
Jamie Barjonas,FC Bury,-,GB4,2018
Tristan Abrahams,Yeovil Town,-,GB4,2018
Steven Alzate,Swindon Town,-,GB4,2018
Moses Makasi,FC Stevenage,-,GB4,2018
Diallang Jaiyesimi,Yeovil Town,-,GB4,2018
Aden Baldwin,Cheltenham Town,-,GB4,2018
Ashley Nadesan,Carlisle United,-,GB4,2018
Jordan Gibson,FC Stevenage,-,GB4,2018
Lewis Hardcastle,Port Vale FC,-,GB4,2018
Sam Graham,Oldham Athletic,-,GB4,2018
Regan Slater,Carlisle United,-,GB4,2018
Joe Grayson,Grimsby Town,-,GB4,2018
Joe Piggott,FC Morecambe,-,GB4,2018
Elijah Adebayo,Swindon Town,-,GB4,2018
Adam Crookes,Port Vale FC,-,GB4,2018
Reece Cole,Macclesfield Town FC,-,GB4,2018
Kelsey Mooney,Cheltenham Town,-,GB4,2018
Toby Edser,Port Vale FC,-,GB4,2018
Bernard Mensah,Lincoln City,-,GB4,2018
Ben House,Swindon Town,-,GB4,2018
Lewis Ward,Northampton Town,-,GB4,2018
Mark Harris,Newport County,-,GB4,2018
Harry McKirdy,Newport County,-,GB4,2018
Keston Davies,Notts County,-,GB4,2018
Ben Barclay,Notts County,-,GB4,2018
Josh Grant,Yeovil Town,-,GB4,2018
Callum Maycock,Macclesfield Town FC,-,GB4,2018
Robert Sánchez,Forest Green Rovers,-,GB4,2018
Alex Pattison,Yeovil Town,-,GB4,2018
Nathan Baxter,Yeovil Town,-,GB4,2018
Callum Lang,Oldham Athletic,-,GB4,2018
Sam Stubbs,Notts County,-,GB4,2018
Nathan McGinley,Forest Green Rovers,-,GB4,2018
Timi Max Elsnik,Mansfield Town,-,GB4,2018
Oladapo Afolayan,Oldham Athletic,-,GB4,2018
